rank	genome_size
Flavipsychrobacter sp903887415	4716971.5
Flavipsychrobacter sp903903635	5267266
Flavipsychrobacter sp903904855	5628974
Flavipsychrobacter sp903905065	4518432
Flavipsychrobacter sp903905685	3321522.5
Flavipsychrobacter sp903906615	3540870
Flavipsychrobacter sp903916555	4120786.5
Flavipsychrobacter sp903926605	3973508
Flavipsychrobacter sp903929195	4187867
Flavipsychrobacter sp903929655	5014771
Flavipsychrobacter stenotrophus	5429324
Flavisolibacter ginsengisoli	4677460
Flavisolibacter ginsenosidimutans	5079621
Flavisolibacter nicotianae	6092728
Flavisolibacter sp002050435	3013322
Flavisolibacter sp013327885	5747514
Flavisolibacter sp014163555	5664094
Flavisolibacter sp017745135	3946228
Flavisolibacter_B tropicus	5940863
Flavitalea sp002352105	4193846
Flavitalea sp014379345	5143910
Flavitalea sp014873345	4737454
Flavitalea sp016786745	4751015
Flavitalea sp016786785	4509209
Foetidibacter luteolus	7288627
FW021-bin31 sp004299085	4982092
FW021-bin31 sp004322015	4514884
Ginsengibacter hankyongi	5505520
Ginsengibacter sp002050465	1957690
Ginsengibacter sp003132765	3964666
Ginsengibacter sp003721595	4963791
Ginsengibacter sp013694745	2746850
Ginsengibacter sp017307735	4101688
Ginsengibacter sp017882205	3392702
Ginsengibacter sp017882215	2950368
Ginsengibacter sp018268075	4499017
Gynurincola endophyticus	4525614
Hydrotalea flava	3212742.846153846
Hydrotalea flava_A	3149885
Hydrotalea sandarakina	3268305
Ilyomonas limi	5883685
JAAFHG01 sp013297585	4300266
JAAFHG01 sp903883945	4092800
JAAFHG01 sp903895845	3923505.2
JABDFW01 sp013285915	4261156
JABDFW01 sp013286305	3695847.5
JABDFW01 sp903882935	5531177.2
JACDAZ01 sp013695175	3200208
JACMLD01 sp004295245	3485855
JACMLD01 sp014379785	3486162
JADCRZ01 sp014380425	3355039
JADCRZ01 sp015069695	7661838
JAFDXJ01 sp018268015	2885241
JAFDYH01 sp016787105	2776149
JAFDYH01 sp018267535	4699055.5
JAFKHH01 sp017306865	6151592
JAFLBI01 sp017303835	3262235
JAGNRR01 sp017988595	1971613
JJ008 sp001464625	4078384
JJ008 sp002069045	2590916
JJ008 sp002127295	3998833
JJ008 sp002342205	1722914.25
JJ008 sp002352145	3448140
JJ008 sp002378975	2008982
JJ008 sp002400415	4437404
JJ008 sp003489485	1786875
JJ008 sp005789565	1875105
JJ008 sp005791465	1667285
JJ008 sp011331705	3964774
JJ008 sp013140985	3858101
JJ008 sp014190475	1950496.5
JJ008 sp014879565	3425919
JJ008 sp016192105	3851102
JJ008 sp016219985	4035181
JJ008 sp016235125	3575020
JJ008 sp016702745	4663951
JJ008 sp016706055	3592643.5
JJ008 sp016708765	3417262.3333333335
JJ008 sp016719015	3651033.4444444445
JJ008 sp016719165	4257303.666666667
JJ008 sp016719815	3803452.5
JJ008 sp016720565	3489940
JJ008 sp016720585	3348199
JJ008 sp016720745	4237404
JJ008 sp016720825	4460646.5
JJ008 sp016786805	3498013
JJ008 sp016786885	3980866
JJ008 sp016787125	4603179
JJ008 sp016866355	1763194
JJ008 sp016868455	2638116
JJ008 sp016868475	1739071
JJ008 sp016868585	1767145
JJ008 sp016868775	2030142
JJ008 sp016872155	1787557
JJ008 sp016872195	1900676
JJ008 sp017303455	4553520
JJ008 sp017303855	4619850
JJ008 sp017882265	4020401
JJ008 sp018268055	3226219
JJ008 sp902826165	4128441
JJ008 sp903879995	1922676.6666666667
Lacibacter cauensis	4946636
Lacibacter luteus	5067509
Lacibacter sp002336115	3607746.5
Lacibacter sp002337125	4933920
Lacibacter sp009996555	4133759
Lacibacter sp014168535	5119652
Lacibacter sp016713085	4759590
Lacibacter sp018970395	2417097
MGR-bin208 sp013696395	3430333
Niabella aurantiaca	5927438
Niabella drilacis	6099002
Niabella ginsenosidivorans	5627734
Niabella soli	4697343
Niabella sp001896965	3133412
Niabella sp016708305	4083520
Niabella sp017744715	6316793
Niabella sp017744795	4572513
Niabella yanshanensis	5519621
Niastella caeni	8097302
Niastella koreensis	9009921
Niastella populi	8612932
Niastella sp004341975	9755573
Niastella sp016924755	7284291
Niastella sp017356035	7299432
Niastella sp017742245	8876333
Niastella vici	10058349
Niastella yeongjuensis	8539473.5
OLB11 sp001567165	2188196
OLB11 sp013414745	3861506
OLB11 sp016706595	3764867
OLB11 sp016711825	3984033
OLB11 sp016712665	3487901.6666666665
OLB11 sp016715505	3983432
OLB11 sp016786845	3642572
OLB11 sp016787065	4116254
OLB11 sp017989935	2510303
OLB11 sp903875055	3339741.3333333335
OLB11 sp903881265	2570892
Panacibacter ginsenosidivorans	5528026
Panacibacter sp002390845	5828504
Panacibacter sp002478885	5561533.5
Panacibacter sp013106755	5479984
Panacibacter sp015831355	5208671
Paracnuella aquatica	4890745
Parafilimonas sp013285855	3039316
Parafilimonas sp013286425	3450963
Parafilimonas sp013289015	3589808
Parafilimonas sp018268035	4467244
Parafilimonas sp019247895	3760977
Parafilimonas sp903642275	4287644
Parafilimonas terrae	4985410
Paraflavitalea devenefica	8727815
Paraflavitalea soli	8443189
Paraflavitalea sp017744515	7632723
Parasegetibacter sp019130065	6857405
Phnomibacter ginsenosidimutans	4372196
Phnomibacter sp004292575	4074293
PMP191F sp001302245	6437394
Pseudobacter ginsenosidimutans	7784734.5
Pseudobacter rhizosphaerae	6708514
Pseudobacter sp012927185	6115899
Pseudobacter sp017744805	5986324
Pseudobacter sp017849455	5509993
Puia dinghuensis	7182087
Puia sp001898505	7921633
Puia sp002413325	2957766
Puia sp003135585	3914689
Puia sp003136915	3315110
Puia sp003151295	4346058
Puia sp003167015	5750349
Puia sp003168265	4301747
Puia sp003175695	4576422
Puia sp013286315	3314637
Puia sp013287475	3163783
Puia sp013288945	3031694
Puia sp013289175	3228837
Puia sp015654595	6029875
Puia sp015655015	8112791
Puia sp017307755	9391252
Puia sp018266455	3884984
Puia sp018266575	4799291
Puia sp018267545	7315069
Puia sp018267575	4964430
Puia sp018267585	7017949
Puia sp018267615	5368925
Puia sp903906365	4162079.75
Puia sp903927975	5034400.5
QFOI01 sp003241175	4224434
QFOI01 sp004337365	4701441
QFOI01 sp015655435	3229767
RGMU01 sp010021705	2143720
Sediminibacterium ginsengisoli	4089980
Sediminibacterium goheungense	3857482
Sediminibacterium magnilacihabitans	3981590
Sediminibacterium roseum	4515697
Sediminibacterium salmoneum	3246830
Sediminibacterium soli	3876070
Sediminibacterium sp000438985	1442031
Sediminibacterium sp000508085	3219312
Sediminibacterium sp000515315	3741991.5
Sediminibacterium sp001829005	3309341.3333333335
Sediminibacterium sp002256435	4337462
Sediminibacterium sp002256765	3222732.5
Sediminibacterium sp002281575	3178348
Sediminibacterium sp002281875	2910262.3333333335
Sediminibacterium sp002299885	1923776
Sediminibacterium sp002786355	3246926
Sediminibacterium sp003509845	2074087
Sediminibacterium sp003526435	3020837
Sediminibacterium sp004028765	3715509
Sediminibacterium sp004293505	1853336
Sediminibacterium sp004294135	2414194.6666666665
Sediminibacterium sp004294465	1784624
Sediminibacterium sp004297075	4137680
Sediminibacterium sp005800655	1907333
Sediminibacterium sp007280515	1822564
Sediminibacterium sp008080615	1852137.5
Sediminibacterium sp009693615	1498525
Sediminibacterium sp009693715	1976937
Sediminibacterium sp009920495	2293243
Sediminibacterium sp009924165	1783606
Sediminibacterium sp009928005	2155174.6666666665
Sediminibacterium sp009996675	3249067
Sediminibacterium sp012270485	4037370
Sediminibacterium sp013205585	1891895
Sediminibacterium sp013289065	2435373
Sediminibacterium sp013297995	3227851
Sediminibacterium sp013391385	3522122
Sediminibacterium sp015999745	3032322
Sediminibacterium sp016183765	3671419
Sediminibacterium sp016741945	2974194
Sediminibacterium sp016786865	3102510
Sediminibacterium sp017537025	3194529
Sediminibacterium sp017853235	2017599
Sediminibacterium sp017856545	1872280
Sediminibacterium sp017983845	1894313
Sediminibacterium sp017987615	1487801
Sediminibacterium sp017996795	2267121
Sediminibacterium sp018971025	2018436
Sediminibacterium sp019247775	4036623
Sediminibacterium sp902168225	3609915
Sediminibacterium sp903819975	2265424.5
Sediminibacterium sp903821465	3368027
Sediminibacterium sp903824725	2208705
Sediminibacterium sp903825065	2849873.3333333335
Sediminibacterium sp903825095	2011850.5
Sediminibacterium sp903831935	3029975
Sediminibacterium sp903847655	1859940
Sediminibacterium sp903848125	1844809
Sediminibacterium sp903851465	1860693.6666666667
Sediminibacterium sp903854725	2187108
Sediminibacterium sp903862505	2012409
Sediminibacterium sp903865435	2109819.1875
Sediminibacterium sp903874055	2154686.6666666665
Sediminibacterium sp903899675	2749131.5
Sediminibacterium sp903910765	2497391
Sediminibacterium sp903913355	3418923
Sediminibacterium sp903924075	3442775
Sediminibacterium sp903926855	3367463.714285714
Sediminibacterium sp903927185	3380677.3333333335
Sediminibacterium sp903929425	2227423
Sediminibacterium sp903933765	1643193
Sediminibacterium sp903933995	3741438
Sediminibacterium sp903938445	2211785.6666666665
Sediminibacterium sp903944755	1978184
Sediminibacterium sp903953815	2612026.75
Sediminibacterium sp903958045	2382907.5
Segetibacter aerophilus	5893322
Segetibacter koreensis	6107890
Segetibacter sp002050375	4908667
Segetibacter sp004354985	6749429
Segetibacter sp017355875	4856584
SpSt-398 sp011331725	3295427
SpSt-398 sp016125075	3924743
SpSt-398 sp017303415	3438163
SXYR01 sp004294195	1956249
SXYR01 sp005788265	1907878
SXYR01 sp009919185	2435254.3333333335
SXYR01 sp009922495	2517004
SXYR01 sp010027295	3569746
SXYR01 sp015654495	5443591
SXYR01 sp016868815	2847907
SXYR01 sp016868855	1434524
SXYR01 sp016868895	1753866
SXYR01 sp017856455	1940313
SXYR01 sp017856605	2137325
SXYR01 sp903826405	3576869.6666666665
SXYR01 sp903834825	2625400
SXYR01 sp903894575	3077409.5
SXYR01 sp903920455	2311357
SXYR01 sp903951405	2560164.6666666665
SXYR01 sp903957405	4034817
SXYR01 sp903959965	3702965
Terrimonas ferruginea	4507285.5
Terrimonas sp002399735	4815261
Thermoflavifilum aggregans	2841668
Thermoflavifilum sp014961315	2828842
Thermoflavifilum thermophilum	2858357
UBA10646 sp003456175	3122328
UBA10646 sp004292605	2510182.3333333335
UBA1312 sp002307135	3402406
UBA1312 sp002482815	3815076
UBA1312 sp016786525	3166178
UBA1930 sp002337145	4412746
UBA1930 sp018061385	2836626
UBA1952 sp002336725	2726512
UBA1952 sp004144185	3318477
UBA1952 sp018267625	2928768.5
UBA1952 sp018267675	2715005
UBA3961 sp002385265	4124017
UBA3961 sp011357845	5151710
UBA3961 sp014379515	4119510
UBA3961 sp016721085	5335591
UTBCD1 sp002066995	3757364
UTBCD1 sp005883765	4671773
UTBCD1 sp018266555	3543739
UTBCD1 sp018267515	3192584
VBAR01 sp005882315	4714226
VBAS01 sp004322425	2238019
VBAS01 sp005798905	1618211.5
VBAS01 sp005882975	4763382
VBAT01 sp005884665	5695986
VBAT01 sp014379965	4729344
VBAT01 sp015654695	5422596
VBAT01 sp016787085	5024961
VBAT01 sp016787135	4549857
JABDMM01 sp013001465	3004704
JADIYW01 sp016705125	3405321.2
JADJSS01 sp016699615	2986948
JADJSS01 sp016711605	3326740.3333333335
JADJSS01 sp016719635	3536787
JADJSS01 sp016721245	3713494
JADJSS01 sp017984135	2516810
CHPMRC01 sp016787225	2958429
CHPMRC01 sp017495115	2467234
JADJOU01 sp016713645	2778709
Bog-950 sp003165895	5220708.333333333
Bog-950 sp016715625	3471005
Bog-950 sp016722375	3551716
Bog-950 sp016787045	3621338
Bog-950 sp018262795	3480339
Bog-950 sp018267435	3595237
Bog-950 sp903861145	4731843.4
Bog-950 sp903889265	5094995.5
Bog-950 sp903919075	3598587.5
Bog-950 sp903927935	3939112
JAEUUZ01 sp016786765	3624525
UBA1941 sp002336805	4326653.5
UBA1941 sp003165135	2899254
UBA1941 sp018267355	3417542
UBA1941 sp018267365	4478464
UBA1941 sp018267385	4551439
UBA1941 sp903917755	3652716.5
UBA7692 sp001897535	3123620
UBA7692 sp002482725	4103677
REEL01 sp007695095	3490960
S012-47 sp015487695	2785000
AM-2324 sp900299495	3409227
Aureispira sp000724545	7367602
Aureispira sp902727865	5155265
Aureispira sp905480075	5080657
Aureispira sp905480485	4211539
B8-G4 sp003648285	2764959
BCD1 sp008501835	6791270
BJGN01 sp014190515	3566280
BJGN01 sp017858735	4034327.5
CAJQNM01 sp905479665	5100745
CAJQQY01 sp905480595	6270770
DT-110 sp013214265	5070646
DT-111 sp013214355	11191412
Flavilitoribacter nigricans	11332409
GYS-P2D sp009833045	4951352
GYS-P2D sp902609095	2763286
Haliscomenobacter hydrossis	8771651
Haliscomenobacter sp013299105	7665608
Haliscomenobacter sp016718685	7049289
HDS-20 sp018680005	3706232
HyVt-613 sp011371135	3117310
JAAEZH01 sp018222965	5483448
JAAFIM01 sp013297745	4276299
JAAFJT01 sp013298955	4684908
JAAFJT01 sp016787525	7267541
JAAUTG01 sp012031785	4891635
JABDJM01 sp013002475	2839163
JABDLO01 sp013002995	5349555
JABDMH01 sp013001595	6207119
JABDMH01 sp013001805	5329352
JABDMH01 sp016711125	8110758
JABWAJ01 sp013361075	5671725
JABWBR01 sp013360405	6125017
JABWBR01 sp016715405	5925340
JABWBR01 sp016787505	5043680
JADJGA01 sp016708265	4406903
JADJLQ01 sp016709995	5164919.823529412
JADJNW01 sp016714085	5978739
JADJPL01 sp016707205	4966523.333333333
JADJPL01 sp016713275	5055251.4
JADJTT01 sp016703765	5184607
JADJTT01 sp016711045	5337764
JADJVK01 sp016710625	4409674
JADKBO01 sp016715105	6286505
JADKBO01 sp016715465	5310024
JADKBO01 sp016717655	4976782.857142857
JADKBO01 sp017987975	3492490.5
JADKGY01 sp016716665	4887894
JADKGY01 sp016721905	5464379
JADKGY01 sp016722045	6104184
JADKGY01 sp017995875	2289498
JADKKF01 sp016718505	3113177
JADKKF01 sp016720635	3414972.5
JAEUUM01 sp016787375	3185134
JAFMDF01 sp017857395	9531908
JAGNXB01 sp016710115	4453041
JAGNXB01 sp017985675	3654530
JAGOHC01 sp017996375	2784683
Lewinella cohaerens	7298817
Lewinella sp003045895	5486976.5
Lewinella_A agarilytica	6220808
Lewinella_A antarctica	5103060
Lewinella_A aquimaris	4780571
Lewinella_A aurantiaca	5995659
Lewinella_A lacunae	5821703
Lewinella_A litorea	4403848
Lewinella_A marina	4521515
Lewinella_A persica	7082771
Lewinella_A sp001625015	5213657
Lewinella_A sp002591745	5481126
Lewinella_A sp003390915	5103941
Lewinella_A sp003390935	5556195
Lewinella_A sp004375085	6183643
Lewinella_A xylanilytica	5375778
M3007 sp006226345	5200000
M3007 sp011331955	4675235
M3007 sp011368025	3450202
M3007 sp013298845	6367938
M3007 sp014379065	5761747
M3007 sp016708875	6139682
M3007 sp016710765	5226606
M3007 sp016711435	6689062
M3007 sp016712415	6391660
M3007 sp016713985	5979863
M3007 sp016716135	6394108
M3007 sp016719605	5634770
M3007 sp016719895	5613121
M3007 sp016787285	5556013
M3007 sp016787345	5281146
M3007 sp016787415	6110921
M3007 sp016787465	5360602
M3007 sp016787545	5480096
M3007 sp017303475	6042425
M3007 sp017303875	5782244
M3007 sp018969455	4574373
M3007 sp019187225	7183558
M3007 sp903836265	4274709.142857143
M3007 sp903905445	5925663
M3007 sp903925535	4079394
M3007 sp903933805	4169789.6666666665
OLB8 sp001567405	3524146.3333333335
OLB8 sp016711705	4529106.8125
OLB8 sp018057925	3667340
OLB9 sp001567255	3163495
OLB9 sp002482845	5909803
OLB9 sp014379665	2867420
OLB9 sp016713025	5797985
OLB9 sp016714445	5848636.333333333
OLB9 sp016714765	4304016.666666667
OLB9 sp016714785	5560406
OLB9 sp016714895	5007007
OLB9 sp016715245	4264282.545454546
OLB9 sp016715985	5700199
OLB9 sp016716335	4006039
OLB9 sp016717105	4140341.111111111
OLB9 sp016717145	5246444
OLB9 sp016718205	5376073
OLB9 sp016722285	5316839.5
OLB9 sp019136675	3371212
Phaeodactylibacter luteus	6011527
Phaeodactylibacter sp009908745	5389698
Phaeodactylibacter xiamenensis	7868778
PWJY01 sp003559985	1988089
PWJY01 sp007121335	2657782.3333333335
PWJY01 sp007128085	2234204
PWJY01 sp007134625	2554749
PWJY01 sp007693915	3434146
PWJY01 sp007695035	3354653
PWJY01 sp007695145	3695679
PWJY01 sp018224445	2486291
RFSX01 sp009923745	2440880.2
RFSX01 sp013001975	4074831
RFSX01 sp013002625	3107960
RFSX01 sp013042795	2604575.5
RFSX01 sp905480605	4509373
S141-43 sp015490715	2362276
Saprospira grandis_A	4495250
Saprospira grandis_B	4400185
Saprospira sp903854205	5407880.5
SLDF01 sp007125435	3903530
SLDF01 sp016706365	4899191
UBA1994 sp002335865	2531281.909090909
UBA2329 sp002344975	5282734.571428572
UBA2365 sp002344345	4326900.5
UBA3362 sp002360455	3270379
UBA3362 sp013140975	3974040
UBA3362 sp016710235	3540215
UBA3362 sp016710265	4101638.3333333335
UBA3362 sp016710585	4334337
UBA3362 sp016712145	4169570.5
UBA3362 sp016712225	5084748.4
UBA3362 sp016713905	4315806
UBA3362 sp016714025	3759772
UBA3362 sp016714365	4483968.416666667
UBA3362 sp016715965	3785269
UBA3362 sp016716185	3821971
UBA3362 sp016717265	4181620.6666666665
UBA3362 sp016719615	4180360
UBA3362 sp016722295	4138965
UBA3362 sp016787575	3565243
UBA3362 sp019187365	3291759.6666666665
UBA6168 sp002435785	5735707
UBA6168 sp002698985	4832204
UBA6168 sp004297645	4758183
UBA6168 sp011321935	6743163
UBA6168 sp016124585	6632590
UBA6168 sp016234735	4881329
UBA6168 sp016714985	8379030
UBA6168 sp016719855	6833830
UBA7328 sp002471345	4533166.5
WFYJ01 sp015490175	4143846
WGBN01 sp015494245	2778276
SW-11-45-7 sp003022985	1918207
BJGO01 sp014190535	2679227
JACCZZ01 sp013695715	1907143
JACCZZ01 sp013695775	2256578
JACCZZ01 sp016704325	4191877
JACCZZ01 sp016717285	4884337
JAFDYS01 sp018267315	3613699
MGR-bin340 sp013816805	3570663
UBA10324 sp003455275	2207327
UBA10324 sp014190575	3188909
BJ6 sp014584595	4149968.714285714
JADJTE01 sp016711295	4776319
JADJTG01 sp016711285	4029488
JAEUUX01 sp016718845	4796434
JAEUUX01 sp016787295	5421557
UBA2359 sp002212725	4920449
UBA2359 sp002212985	4489958
UBA2359 sp002345145	5010371.666666667
UBA2359 sp016700115	5966411
JAFMKE01 sp016777395	1568572
JAFMKE01 sp017853115	2078093.5
UBA8649 sp002708985	1982125
UBA8649 sp002862745	1598169.6666666667
UBA8649 sp003447535	1918915
CADCTQ01 sp902805615	8769573
ES-bin-26 sp014379925	5434435
Rhodocytophaga rosea	8983451
Amoebophilus asiaticus	1884364
Amoebophilus sp001897825	1762822
Cardinium hertigii_A	1193042
Cardinium hertigii_B	1358212
Cardinium sp000304455	944930
Cardinium sp000689375	1004698.5
Cardinium sp003351905	1103593
Cardinium sp004354815	1137634
Cardinium sp007559345	1482290
UBA8403 sp002325615	799545
UBA8403 sp011524725	1098163
UBA8403 sp905479855	796566
Bernardetia litoralis	4919337
Bernardetia sp002784125	4256315
Hugenholtzia roseola	4254862
JAAFHK01 sp013297565	4355936
JAAFKA01 sp013299115	5499092
RDXG01 sp004292785	3697200
RDZD01 sp004293815	3282385.5
RDZD01 sp013299045	4064984
Thermoflexibacter ruber	5504183
Thermoflexibacter sp004294445	3442270
Thermoflexibacter sp013298985	6061610
UBA2561 sp002340355	4515746
Catalinimonas alkaloidigena	7107765
Flexibacter flexilis	4249974
CCMP332 sp014323545	3325929
Alg240-R148 sp900537185	5305581
Algoriphagus aestuariicola	5310806
Algoriphagus alkaliphilus	4763724
Algoriphagus antarcticus	5903530
Algoriphagus aquaeductus	4899789
Algoriphagus aquimarinus	5119527
Algoriphagus aquimarinus_A	5165251
Algoriphagus boritolerans	4842655
Algoriphagus boseongensis	4176921
Algoriphagus chordae	5189966
Algoriphagus faecimaris	4673472.5
Algoriphagus formosus	4415488
Algoriphagus halophilus	4978503
Algoriphagus hitonicola	4329743
Algoriphagus iocasae	5429024
Algoriphagus kandeliae	3928637
Algoriphagus lacus	4701328
Algoriphagus litoralis	4839424
Algoriphagus locisalis	5426160
Algoriphagus lutimaris	4718979
Algoriphagus machipongonensis	4787724
Algoriphagus mannitolivorans	4152949
Algoriphagus marincola	4428806
Algoriphagus marincola_A	3991600.5
Algoriphagus marinus	4873280
Algoriphagus ornithinivorans	4151543.1428571427
Algoriphagus ratkowskyi	4996261.666666667
Algoriphagus resistens	6131579
Algoriphagus sanaruensis	3882610
Algoriphagus sp002002735	5201278
Algoriphagus sp005788235	2314827
Algoriphagus sp007655305	4449979
Algoriphagus sp009885605	2896717
Algoriphagus sp013373065	3645224
Algoriphagus sp013373335	3338650
Algoriphagus sp014324365	4729151
Algoriphagus sp014838715	6378979
Algoriphagus sp016866385	2648373
Algoriphagus sp017254845	5284807
Algoriphagus sp017254915	5317101
Algoriphagus sp017858365	4761037
Algoriphagus sp018336015	4460771
Algoriphagus sp903952135	2610504
Algoriphagus terrigena	5783376
Algoriphagus vanfongensis	4712065
Algoriphagus yeomjeoni	4976181
Algoriphagus zhangzhouensis	4801968.5
Anditalea andensis	5429412
ANT-B6 sp001683905	3599540
Aquiflexum balticum	5987195
Aquiflexum lacus	5940513
Aquiflexum_A aquatile	5137271
Belliella aquatica	4643188
Belliella baltica	4196595
Belliella buryatensis	3880061
Belliella pelovolcani	4107843
Cecembia calidifontis	5044389
Cecembia lonarensis	4842844
Cecembia rubra	4747752
Cecembia sp003797895	5022377
Cecembia sp007126775	3804748
Cesiribacter andamanensis	4759956
Cesiribacter sp000597885	6665617
Chryseolinea serpens	8357597
Chryseolinea soli	8241389
Chryseolinea sp016735595	7916274
Chryseotalea sanaruensis	4712046
Chryseotalea sp001464155	3964807
Cyclobacterium amurskyense	6158829
Cyclobacterium jeungdonense	5792371
Cyclobacterium lianum	5675162
Cyclobacterium marinum	6128324
Cyclobacterium plantarum	6169285
Cyclobacterium qasimii	6260969.5
Cyclobacterium sp010119225	5667845
Cyclobacterium sp010119245	5870376
Cyclobacterium sp010993705	5899386
Cyclobacterium sp014762705	6083093
Cyclobacterium xiamenense	5723289
Echinicola pacifica	5449783
Echinicola rosea	6048627
Echinicola shivajiensis	5636538
Echinicola sp006575665	5550304
Echinicola sp014280965	5139772
Echinicola sp014841125	5390144
Echinicola sp015533855	5785879
Echinicola strongylocentroti	6252144
Echinicola vietnamensis	5608040
Ekhidna lutea	4228306
Ekhidna sp006969745	4167162
Ekhidna sp013214445	4918290
Ekhidna sp014323825	2974703.6666666665
ELB16-189 sp001567185	3669386
ELB16-189 sp002344795	4155527
ELB16-189 sp002345965	3840078.5
ELB16-189 sp002352225	3953837.5
ELB16-189 sp002398365	4972082
ELB16-189 sp002405445	3899590
ELB16-189 sp003504855	3132956
ELB16-189 sp003537495	3565455
ELB16-189 sp003541895	3477726
ELB16-189 sp012032815	2782616
ELB16-189 sp013140395	3032349
ELB16-189 sp013140555	4777085
ELB16-189 sp013141055	4646451
ELB16-189 sp013285945	2931161.5
ELB16-189 sp013298505	3959704
ELB16-189 sp013414665	4262804
ELB16-189 sp015472025	5547679
ELB16-189 sp016178785	3277116.5
ELB16-189 sp016191555	4121251
ELB16-189 sp016650355	3352828
ELB16-189 sp016709845	5099775
ELB16-189 sp016712035	4451774
ELB16-189 sp016787605	3976415
ELB16-189 sp016787625	3238775
ELB16-189 sp016787645	4016998
ELB16-189 sp016787665	3738856
ELB16-189 sp016787725	4214678
ELB16-189 sp016787745	4202504
ELB16-189 sp016787755	4738349
ELB16-189 sp016866235	2772386
ELB16-189 sp017303795	4868279
ELB16-189 sp017303805	4285222
ELB16-189 sp018063305	3660362
ELB16-189 sp018266055	4792828
ELB16-189 sp018266395	4252260.5
ELB16-189 sp018266435	3589290
ELB16-189 sp018267135	3410587
ELB16-189 sp018267195	3289614
ELB16-189 sp018267215	3365732
ELB16-189 sp018267275	4252378
ELB16-189 sp018267285	3330647
Fabibacter misakiensis	4452385
Fabibacter pacificus	4657074
Fabibacter sp001747095	4577373
Fabibacter sp002427755	4055744
Fabibacter sp002477595	2579580.5
Fabibacter sp013373005	4043928
Fabibacter sp017592825	4704421
Fabibacter sp018402485	2572905
Fabibacter spongicola	4402938
Fabibacter thermotolerans	4072830.5
Fabibacter_A pacificus_A	4661901
Fabibacter_A sp012926615	4956116
Fulvivirga aurantia	4439317
Fulvivirga imtechensis	6737864
Fulvivirga kasyanovii	7174826
Fulvivirga lutimaris	4858936
Fulvivirga sp001657315	8589692
Fulvivirga sp002338655	4091951
Fulvivirga sp007097395	8129137
Fulvivirga sp016757215	5686206
Fulvivirga sp016775155	6786237
Fulvivirga sp017068455	4137993
Imperialibacter sp902498805	6798311
Indibacter alkaliphilus	5036047
JAAUQL01 sp012033595	5746938
JAAUQL01 sp015492915	4642359
JAEUUG01 sp016787565	4064958
JAGTVG01 sp018224645	4685930
Litoribacter ruber	4207680.5
Litoribacter sp007483685	4506955
LMIT005 sp016464625	3089781
Lunatimonas lonarensis	5392044
Lunatimonas salilacus	6791886
Lunatimonas salinarum	5459576
Lunatimonas sp016124425	5514423
Mariniradius saccharolyticus	4854424
Marinoscillum furvescens	5966820
Marinoscillum sp002729235	5833590.5
Marinoscillum sp902506655	5210585
Marivirga atlantica	4192794
Marivirga lumbricoides	4755308.5
Marivirga sericea	4741005
Marivirga sp003973485	3677026
Marivirga sp016679925	5010637
Marivirga tractuosa	4516490
Mongoliibacter ruber	4999712
Mongoliibacter sp007692705	4420885
Mongoliitalea lutea	4476218
MS6 sp019192485	4693230
Nafulsella sp017948555	5643446
Nafulsella turpanensis	4805588
Negadavirga sp003347495	6345032
Negadavirga sp003565295	5619195
Nitritalea halalkaliphila	3633701
Ohtaekwangia flava	6542746
Ohtaekwangia koreensis	7241272
Ohtaekwangia sp002432545	6805257
Ohtaekwangia sp018598175	7323550
Ohtaekwangia sp018598185	7476949
Ohtaekwangia sp902168185	7765104
Ohtaekwangia sp902168205	7299025
Persicobacter sp001274635	3874627
PWU20 sp018598225	8043353
PWU20 sp018598585	5805109
Reichenbachiella agariperforans	5070347.666666667
Reichenbachiella faecimaris	4711560
Reichenbachiella sp002742335	4636242
Reichenbachiella versicolor	5259300
Rhodonellum psychrophilum	5181802
Roseivirga echinicomitans	4189908
Roseivirga ehrenbergii	4247577
Roseivirga seohaensis	4121872
Roseivirga sp002427745	8177411
Roseivirga sp002786855	4064049.5
S012-113 sp015488485	3137118.75
SW124 sp015354735	5372531
SZUA-230 sp003228395	2061541
SZUA-3 sp003229495	3931927
SZUA-3 sp003232185	3338442
UBA10427 sp003500135	4303780
UBA2336 sp002344065	4235115.25
UBA2336 sp002425185	4165733.75
UBA2336 sp015180985	3379505
UBA2336 sp016786495	3999930
UBA2336 sp016786585	4186351
UBA4465 sp002292365	2108784
UBA4465 sp002470835	2625764.272727273
UBA4465 sp002691385	2959024
UBA4465 sp013204595	3012525
UBA4465 sp902605755	1760929
UBA4465 sp905182375	2671452
UBA4465 sp905182655	1773944
UBA6059 sp002435755	6918155
UBA7330 sp002471275	6060763
UBA7330 sp019192515	5472162
ZC4RG29 sp003242315	4335650
ZC4RG29 sp012031955	3073529
Cytophaga aurantiaca	4425125
Cytophaga hutchinsonii	4404499
JACMQM01 sp014376985	3882393
REBA01 sp004294225	2526118
REBA01 sp013297765	3558024
Sporocytophaga myxococcoides	6344326
Sporocytophaga myxococcoides_A	5984278
Sporocytophaga sp017745095	6632112
SpSt-227 sp011053935	3560238
Flammeovirga aprica	9310590
Flammeovirga kamogawensis	6934102.666666667
Flammeovirga pacifica	6610326
Flammeovirga pectinis	6680108
Flammeovirga sp000812565	8065497
Flammeovirga sp001583495	8491641
